ExhibitionID,ExhibitionTitle,ExhibitionBeginDate,ExhibitionEndDate,ExhibitionURL,ExhibitionRole,ExhibitionRoleinPressRelease,ConstituentType,DisplayName,AlphaSort,FirstName,MiddleName,LastName,Nationality,ArtistBio,Gender,ConstituentURL
3587.0,"Projects: Video XXXI, Nan Hoover: Fields of Blue",1980-01-03,1/29/1980,moma.org/calendar/exhibitions/2286,Curator,Director,Individual,Barbara London,London Barbara,Barbara,,London,,,,moma.org/artists/26020
3587.0,"Projects: Video XXXI, Nan Hoover: Fields of Blue",1980-01-03,1/29/1980,moma.org/calendar/exhibitions/2286,Artist,Artist,Individual,Nan Hoover,Hoover Nan,Nan,,Hoover,American,"American, 1931–2008",Female,moma.org/artists/35579
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Curator,Director,Individual,William S. Rubin,Rubin William S.,William,,Rubin,American,"American, 1927–2006",Male,moma.org/artists/13938
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Curator,Assistant Curator,Individual,Cora Rosevear,Rosevear Cora,Cora,,Rosevear,,,,moma.org/artists/24030
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Jean (Hans) Arp,Arp Jean (Hans),Jean,,Arp,French,"French, born Germany (Alsace). 1886–1966",Male,moma.org/artists/11
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Balthus (Baltusz Klossowski de Rola),Balthus (Baltusz Klossowski de Rola),,,Balthus (Baltusz Klossowski de Rola),French,"French, 1908–2001",Male,moma.org/artists/317
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Gustav Klutsis,Klutsis Gustav,Gustav,,Klutsis,Latvian,"Latvian, 1895–1938",Male,moma.org/artists/12501
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Roberto Matta,Matta Roberto,Roberto Sebastián Antonio,,Matta Echaurren,Chilean,"Chilean, 1911–2002",Male,moma.org/artists/3842
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Georgia O'Keeffe,O'Keeffe Georgia,Georgia,,O'Keeffe,American,"American, 1887–1986",Female,moma.org/artists/4360
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Francis Picabia,Picabia Francis,Francis,,Picabia,French,"French, 1879–1953",Male,moma.org/artists/4607
3586.0,Four Recently Discovered Picabias and Other Modern Master Acquisitions,1980-01-25,4/22/1980,moma.org/calendar/exhibitions/2285,Artist,Artist,Individual,Augustus Vincent Tack,Tack Augustus Vincent,Augustus,Vincent,Tack,American,"American, 1870–1949",Male,moma.org/artists/5774
3585.0,Projects: Video XXXII,1980-01-31,3/11/1980,moma.org/calendar/exhibitions/2284,Artist,Artist,Individual,Ros Barron,Barron Ros,Ros,,Barron,American,"American, born 1933",Female,moma.org/artists/35613
3585.0,Projects: Video XXXII,1980-01-31,3/11/1980,moma.org/calendar/exhibitions/2284,Artist,Artist,Individual,Jane Brettschneider,Brettschneider Jane,Jane,,Brettschneider,,,,moma.org/artists/66078
3585.0,Projects: Video XXXII,1980-01-31,3/11/1980,moma.org/calendar/exhibitions/2284,Artist,Artist,Individual,Colin Campbell,Campbell Colin,Colin,,Campbell,Canadian,"Canadian, 1942–2001",Male,moma.org/artists/34830
3585.0,Projects: Video XXXII,1980-01-31,3/11/1980,moma.org/calendar/exhibitions/2284,Artist,Artist,Individual,Tony Conrad,Conrad Tony,Tony,,Conrad,American,"American, born 1940",Male,moma.org/artists/32487
3585.0,Projects: Video XXXII,1980-01-31,3/11/1980,moma.org/calendar/exhibitions/2284,Artist,Artist,Individual,Jane Hudson,Hudson Jane,Jane,,Hudson,,,,moma.org/artists/66079
3585.0,Projects: Video XXXII,1980-01-31,3/11/1980,moma.org/calendar/exhibitions/2284,Artist,Artist,Individual,Cynthia Rush,Rush Cynthia,Cynthia,,Rush,,,,moma.org/artists/66077
2934.0,Jackson Pollock: Drawing Into Painting,1980-02-04,3/16/1980,moma.org/calendar/exhibitions/2020,Curator,Director,Individual,Bernice Rose,Rose Bernice,Bernice,,Rose,,,,moma.org/artists/25814
2934.0,Jackson Pollock: Drawing Into Painting,1980-02-04,3/16/1980,moma.org/calendar/exhibitions/2020,Artist,Artist,Individual,Jackson Pollock,Pollock Jackson,Jackson,,Pollock,American,"American, 1912–1956",Male,moma.org/artists/4675
241.0,Eileen Gray,1980-02-06,4/1/1980,moma.org/calendar/exhibitions/1797,Curator,Director,Individual,J. Stewart Johnson,Johnson J. Stewart,J.,Stewart,Johnson,,,,moma.org/artists/9492
241.0,Eileen Gray,1980-02-06,4/1/1980,moma.org/calendar/exhibitions/1797,Artist,Artist,Individual,Eileen Gray,Gray Eileen,Eileen,,Gray,British,"Anglo-Irish, 1879–1976",Female,moma.org/artists/2313
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Curator,Director,Individual,Riva Castleman,Castleman Riva,Riva,,Castleman,American,"American, 1930–2014",Female,moma.org/artists/18388
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Vito Acconci,Acconci Vito,Vito,,Acconci,American,"American, born 1940",Male,moma.org/artists/53
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Pierre Alechinsky,Alechinsky Pierre,Pierre,,Alechinsky,Belgian,"Belgian, born 1927",Male,moma.org/artists/107
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Carl Andre,Andre Carl,Carl,,Andre,American,"American, born 1935",Male,moma.org/artists/174
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Richard Anuszkiewicz,Anuszkiewicz Richard,Richard,,Anuszkiewicz,American,"American, born 1930",Male,moma.org/artists/200
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Shusaku Arakawa,Arakawa Shusaku,Shusaku,,Arakawa,American,"American, born Japan. 1936–2010",Male,moma.org/artists/207
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Richard Artschwager,Artschwager Richard,Richard,,Artschwager,American,"American, 1923–2013",Male,moma.org/artists/19
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Terry Atkinson,Atkinson Terry,Terry,,Atkinson,British,"British, born 1939",Male,moma.org/artists/234
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Jennifer Bartlett,Bartlett Jennifer,Jennifer,,Bartlett,American,"American, born 1941",Female,moma.org/artists/357
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Romare Bearden,Bearden Romare,Romare,,Bearden,American,"American, 1911–1988",Male,moma.org/artists/412
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Mel Bochner,Bochner Mel,Mel,,Bochner,American,"American, born 1940",Male,moma.org/artists/625
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Claudio Bravo,Bravo Claudio,Claudio,,Bravo,Chilean,"Chilean, 1936–2011",Male,moma.org/artists/753
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Daniel Buren,Buren Daniel,Daniel,,Buren,French,"French, born 1938",Male,moma.org/artists/873
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Ian Burn,Burn Ian,Ian,,Burn,Australian,"Australian, 1939–1993",Male,moma.org/artists/878
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Pol Bury,Bury Pol,Pol,,Bury,Belgian,"Belgian, born 1922",Male,moma.org/artists/890
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Rafael Canogar,Canogar Rafael,Rafael,,Canogar,Spanish,"Spanish, born 1935",Male,moma.org/artists/952
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Christo (Christo Javacheff),Christo (Christo Javacheff),,,Christo (Christo Javacheff),American,"American, born Bulgaria 1935",Male,moma.org/artists/1114
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Carlfriedrich Claus,Claus Carlfriedrich,Carlfriedrich,,Claus,German,"German, 1930–1998",Male,moma.org/artists/1137
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Allan D'Arcangelo,D'Arcangelo Allan,Allan,,D'Arcangelo,American,"American, 1930–1998",Male,moma.org/artists/1349
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Richard Diebenkorn,Diebenkorn Richard,Richard,,Diebenkorn,American,"American, 1922–1993",Male,moma.org/artists/1539
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Jim Dine,Dine Jim,Jim,,Dine,American,"American, born 1935",Male,moma.org/artists/1547
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Jean Dubuffet,Dubuffet Jean,Jean,,Dubuffet,French,"French, 1901–1985",Male,moma.org/artists/1633
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Marcel Duchamp,Duchamp Marcel,Marcel,,Duchamp,American,"American, born France. 1887–1968",Male,moma.org/artists/1634
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Richard Estes,Estes Richard,Richard,,Estes,American,"American, born 1936",Male,moma.org/artists/1764
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Öyvind Fahlström,Fahlström Öyvind,Öyvind,,Fahlström,Swedish,"Swedish, born Brazil. 1928–1976",Male,moma.org/artists/1790
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Lucio Fontana,Fontana Lucio,Lucio,,Fontana,Italian,"Italian, born Argentina. 1899–1968",Male,moma.org/artists/1930
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Helen Frankenthaler,Frankenthaler Helen,Helen,,Frankenthaler,American,"American, 1928–2011",Female,moma.org/artists/1974
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Franz Gertsch,Gertsch Franz,Franz,,Gertsch,Swiss,"Swiss, born 1930",Male,moma.org/artists/2137
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Gotthard Graubner,Graubner Gotthard,Gotthard,,Graubner,German,"German, born 1930",Male,moma.org/artists/2303
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Alan Green,Green Alan,Alan,,Green,British,"British, born 1932",Male,moma.org/artists/2319
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Richard Hamilton,Hamilton Richard,Richard,,Hamilton,British,"British, 1922–2011",Male,moma.org/artists/2481
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Michael Heindorff,Heindorff Michael,Michael,,Heindorff,German,German,Male,moma.org/artists/2576
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Michael Heizer,Heizer Michael,Michael,,Heizer,American,"American, born 1944",Male,moma.org/artists/2580
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Anton Heyboer,Heyboer Anton,Anton,,Heyboer,Dutch,"Dutch, born 1924",Male,moma.org/artists/2627
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,David Hockney,Hockney David,David,,Hockney,British,"British, born 1937",Male,moma.org/artists/2678
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Howard Hodgkin,Hodgkin Howard,Howard,,Hodgkin,British,"British, born 1932",Male,moma.org/artists/2679
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Pieter Holstein,Holstein Pieter,Pieter,,Holstein,Dutch,"Dutch, born 1934",Male,moma.org/artists/2712
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Bryan Hunt,Hunt Bryan,Bryan,,Hunt,American,"American, born 1947",Male,moma.org/artists/2767
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Shoichi Ida,Ida Shoichi,Shoichi,,Ida,Japanese,"Japanese, born 1941",Male,moma.org/artists/2795
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Alfred Jensen,Jensen Alfred,Alfred,,Jensen,American,"American, 1903–1981",Male,moma.org/artists/2906
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Jasper Johns,Johns Jasper,Jasper,,Johns,American,"American, born 1930",Male,moma.org/artists/2923
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Donald Judd,Judd Donald,Donald,,Judd,American,"American, 1928–1994",Male,moma.org/artists/2948
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Alex Katz,Katz Alex,Alex,,Katz,American,"American, born 1927",Male,moma.org/artists/3016
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Ellsworth Kelly,Kelly Ellsworth,Ellsworth,,Kelly,,,Male,moma.org/artists/3048
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,R. B. Kitaj,Kitaj R. B.,R.,B.,Kitaj,American,"American, 1932–2007",Male,moma.org/artists/3121
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Jannis Kounellis,Kounellis Jannis,Jannis,,Kounellis,Greek,"Greek, born 1936",Male,moma.org/artists/3230
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Lois Lane,Lane Lois,Lois,,Lane,American,"American, born 1948",Female,moma.org/artists/3369
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Les Levine,Levine Les,Les,,Levine,American,"American, born in Ireland 1935",Male,moma.org/artists/3514
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Sol LeWitt,LeWitt Sol,Sol,,LeWitt,American,"American, 1928–2007",Male,moma.org/artists/3528
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Roy Lichtenstein,Lichtenstein Roy,Roy,,Lichtenstein,American,"American, 1923–1997",Male,moma.org/artists/3542
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Heinz Mack,Mack Heinz,Heinz,,Mack,German,"German, born 1931",Male,moma.org/artists/3669
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Brice Marden,Marden Brice,Brice,,Marden,American,"American, born 1938",Male,moma.org/artists/3758
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Edward Meneeley,Meneeley Edward,Edward,,Meneeley,American,"American, born 1927",Male,moma.org/artists/3927
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Henri Michaux,Michaux Henri,Henri,,Michaux,French,"French, born Belgium. 1899–1984",Male,moma.org/artists/3963
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Ludwig Mies van der Rohe,Mies van der Rohe Ludwig,Ludwig,,Mies van der Rohe,American,"American, born Germany. 1886–1969",Male,moma.org/artists/7166
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Robert Morris,Morris Robert,Robert,,Morris,American,"American, born 1931",Male,moma.org/artists/4108
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Robert Motherwell,Motherwell Robert,Robert,,Motherwell,American,"American, 1915–1991",Male,moma.org/artists/4126
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Bruce Nauman,Nauman Bruce,Bruce,,Nauman,American,"American, born 1941",Male,moma.org/artists/4243
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Barnett Newman,Newman Barnett,Barnett,,Newman,American,"American, 1905–1970",Male,moma.org/artists/4285
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Tetsuya Noda,Noda Tetsuya,Tetsuya,,Noda,Japanese,"Japanese, born 1940",Male,moma.org/artists/4318
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Claes Oldenburg,Oldenburg Claes,Claes,,Oldenburg,,,Male,moma.org/artists/4397
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Roman Opalka,Opalka Roman,Roman,,Opalka,Polish,"Polish, 1931–2011",Male,moma.org/artists/4413
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Blinky Palermo,Palermo Blinky,Blinky,,Palermo,German,"German, 1943–1977",Male,moma.org/artists/4474
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Eduardo Paolozzi,Paolozzi Eduardo,Eduardo,Luigi,Paolozzi,British,"British, 1924–2005",Male,moma.org/artists/4488
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,A.R. Penck (Ralf Winkler),Penck A. R. (Ralf Winkler),A.,R.,Penck,German,"German, born 1939",Male,moma.org/artists/4546
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Arnulf Rainer,Rainer Arnulf,Arnulf,,Rainer,Austrian,"Austrian, born 1929",Male,moma.org/artists/4792
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Robert Rauschenberg,Rauschenberg Robert,Robert,,Rauschenberg,American,"American, 1925–2008",Male,moma.org/artists/4823
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Ad Reinhardt,Reinhardt Ad,Ad,,Reinhardt,American,"American, 1913–1967",Male,moma.org/artists/4856
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Gerhard Richter,Richter Gerhard,Gerhard,,Richter,German,"German, born 1932",Male,moma.org/artists/4907
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Edward Ruscha,Ruscha Edward,Edward,,Ruscha,American,"American, born 1937",Male,moma.org/artists/5086
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Michael Snow,Snow Michael,Michael,,Snow,Canadian,"Canadian, born 1929",Male,moma.org/artists/5500
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Jesús Rafael Soto,Soto Jesús Rafael,Jesús,Rafael,Soto,Venezuelan,"Venezuelan, 1923–2005",Male,moma.org/artists/5535
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Pravoslav Sovak,Sovak Pravoslav,Pravoslav,,Sovak,Czech,"Czech, born 1926",Male,moma.org/artists/5547
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Giuseppe Spagnulo,Spagnulo Giuseppe,Giuseppe,,Spagnulo,Italian,"Italian, born 1936",Male,moma.org/artists/5551
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Frank Stella,Stella Frank,Frank,,Stella,American,"American, born 1936",Male,moma.org/artists/5640
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Antoni Tŕpies,Tŕpies Antoni,Antoni,,Tŕpies,Spanish,"Spanish, 1923–2012",Male,moma.org/artists/5809
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Joe Tilson,Tilson Joe,Joe,,Tilson,British,"British, born 1928",Male,moma.org/artists/5879
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Richard Tuttle,Tuttle Richard,Richard,,Tuttle,American,"American, born 1941",Male,moma.org/artists/5983
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Cy Twombly,Twombly Cy,Cy,,Twombly,American,"American, 1928–2011",Male,moma.org/artists/5988
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Victor Vasarely,Vasarely Victor,Victor,,Vasarely,French,"French, 1908–1997",Male,moma.org/artists/6109
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Andy Warhol,Warhol Andy,Andy,,Warhol,American,"American, 1928–1987",Male,moma.org/artists/6246
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Tom Wesselmann,Wesselmann Tom,Tom,,Wesselmann,American,"American, 1931–2004",Male,moma.org/artists/6318
446.0,Printed Art: A View of Two Decades,1980-02-13,4/1/1980,moma.org/calendar/exhibitions/1765,Artist,Artist,Individual,Emmett Williams,Williams Emmett,Emmett,,Williams,American,"American, 1925–2007",Male,moma.org/artists/6377
3583.0,David O. Selznick's Hollywood,1980-02-14,5/14/1980,moma.org/calendar/exhibitions/2282,Curator,Organizer,Individual,Mary Corliss,Corliss Mary,Mary,,Corliss,,,,moma.org/artists/25529
3583.0,David O. Selznick's Hollywood,1980-02-14,5/14/1980,moma.org/calendar/exhibitions/2282,Designer,Designer,Individual,Nora Sheehan,Sheehan Nora,Nora,,Sheehan,,,,
3582.0,New York City Exposition and Convention Center,1980-02-21,3/30/1980,moma.org/calendar/exhibitions/2281,Curator,Director,Individual,Arthur Drexler,Drexler Arthur,Arthur,,Drexler,American,"American, 1921–1987",Male,moma.org/artists/8762
3582.0,New York City Exposition and Convention Center,1980-02-21,3/30/1980,moma.org/calendar/exhibitions/2281,Artist,Artist,Individual,James Ingo Freed,Freed James Ingo,James,Ingo,Freed,American,"American, 1930–2005",Male,moma.org/artists/62654
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Phyllis Bilick,Bilick Phyllis,Phyllis,,Bilick,,,,moma.org/artists/64641
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Christo (Christo Javacheff),Christo (Christo Javacheff),,,Christo (Christo Javacheff),American,"American, born Bulgaria 1935",Male,moma.org/artists/1114
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Jim Dine,Dine Jim,Jim,,Dine,American,"American, born 1935",Male,moma.org/artists/1547
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Daria Dorosh,Dorosh Daria,Daria,,Dorosh,,,,moma.org/artists/62664
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Lorraine Engelhardt,Engelhardt Lorraine,Lorraine,,Engelhardt,,,,moma.org/artists/64642
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Davidson Gigliotti,Gigliotti Davidson,Davidson,,Gigliotti,American,"American, born 1939",Male,moma.org/artists/34835
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Brad Gordon,Gordon Brad,Brad,,Gordon,,,,moma.org/artists/64643
10559.0,Selections from the Art Lending Service,1980-03-23,5/12/1980,moma.org/calendar/exhibitions/3594,Artist,Artist,Individual,Richard Haas,Haas Richard,Richard,,Haas,American,"American, born 1936",Male,moma.org/artists/2433
